"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Naderer S.; Patzek M.; Rothwell C.; Kalyanam K.","Naderer, Sara (56964328200); Patzek, Michael (8946586800); Rothwell, Clayton (55848469900); Kalyanam, Krishna (59157768900)","56964328200; 8946586800; 55848469900; 59157768900","Improving target acquisition performance by integrating human behavior models and unmanned aerial vehicle control automation","2015","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","9174","","","448","459","11","1","10.1007/978-3-319-20373-7_43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947234358&doi=10.1007%2f978-3-319-20373-7_43&partnerID=40&md5=6702a53bf4edf8e8a79a380184a088f3","Infoscitex Corporation, Dayton, OH, United States; Air Force Research Laboratory, Wright-Patterson AFB, Dayton, OH, United States","Naderer S., Infoscitex Corporation, Dayton, OH, United States; Patzek M., Air Force Research Laboratory, Wright-Patterson AFB, Dayton, OH, United States; Rothwell C., Infoscitex Corporation, Dayton, OH, United States; Kalyanam K., Infoscitex Corporation, Dayton, OH, United States","In pursuit of adaptive automation methods, the objective of this research was to develop a reliable Integrated Human Behavioral Model and Stochastic Controller (IHBMSC) that could be coupled to the vehicle assignment, scheduling and path planning automation. The effort developed a human operator model that represents an individual’s performance tendencies and biases across a range of target acquisition and workload situations (e.g., arrival rate at POIs, dwell time over POIs, etc.). The idiographic-based model was integrated with the stochastic controller (SC) and cooperative control algorithm, leading to a more “closed-loop” form of problem-solving that not only accounts for the vehicles’ capabilities but also the individual operator’s behavior and performance in the uncertain environment. © Springer International Publishing Switzerland 2015.","Adaptable automation; Adaptive automation; Human behavioral modeling; Stochastic control","Aircraft control; Algorithms; Automation; Control system synthesis; Controllers; Ergonomics; Human computer interaction; Motion planning; Problem solving; Social sciences; Stochastic control systems; Stochastic models; Stochastic systems; Tracking (position); Unmanned aerial vehicles (UAV); Vehicle performance; Vehicles; Adaptive automation; Cooperative control algorithms; Human behavior models; Human behavioral models; Human operator models; Stochastic control; Uncertain environments; Vehicle assignment; Behavioral research","","Harris D.","Springer Verlag","03029743","978-331920372-0","","","English","Lect. Notes Comput. Sci.","Conference paper","Final","","Scopus","2-s2.0-84947234358"
"Caska S.; Gayretli A.","Caska, Serkan (56534292200); Gayretli, Ahmet (6507009485)","56534292200; 6507009485","An algorithm for collaborative patrolling systems with unmanned air vehicles and unmanned ground vehicles","2015","RAST 2015 - Proceedings of 7th International Conference on Recent Advances in Space Technologies","","","7208425","659","663","4","10","10.1109/RAST.2015.7208425","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84959875898&doi=10.1109%2fRAST.2015.7208425&partnerID=40&md5=748241b6cb523deb8e1e3905d9a8bd58","Mechatronics Engineering Department, Afyon Kocatepe University, Afyonkarahisar, Turkey","Caska S., Mechatronics Engineering Department, Afyon Kocatepe University, Afyonkarahisar, Turkey; Gayretli A., Mechatronics Engineering Department, Afyon Kocatepe University, Afyonkarahisar, Turkey","In the past decade Unmanned Vehicles have become a topic of interest in many research organizations. Unmanned vehicles based systems are integrated to many applications in various areas ranging from military missions to wildfire detection. Recently, there has been a great interest to design collaborative systems of unmanned air vehicles (uav) and unmanned ground vehicles (ugv). This paper proposes a new algorithm that can be used to calculate optimal uav paths and uav-ugv quantities to cover a target area. This algorithm is useful for patrolling systems based on the collaboration of unmanned air vehicles and unmanned ground vehicles. © 2015 IEEE.","autonomous robots; multi-agent systems; path planning; robot collaboration; unmanned systems","Algorithms; Intelligent vehicle highway systems; Military applications; Military vehicles; Motion planning; Multi agent systems; Robot programming; Robots; Unmanned aerial vehicles (UAV); Unmanned vehicles; Vehicles; Collaborative systems; Military missions; Research organization; Unmanned air vehicle (UAVs); Unmanned air vehicles; Unmanned ground vehicles; Unmanned system; Wildfire detection; Ground vehicles","","Unal M.F.; Basturk S.; Kaynak O.; Hacioglu A.; Ince F.","Institute of Electrical and Electronics Engineers Inc.","","978-146737760-7","","","English","Int. Conf. Recent Adv. Space Technol., RAST","Conference paper","Final","","Scopus","2-s2.0-84959875898"
"Cheng X.M.; Cao D.; Li C.T.","Cheng, Xiao Ming (56477739700); Cao, Dong (36873886900); Li, Chun Tao (57206623594)","56477739700; 36873886900; 57206623594","Survey of cooperative path planning for multiple unmanned aerial vehicles","2014","Applied Mechanics and Materials","668-669","","","388","393","5","13","10.4028/www.scientific.net/AMM.668-669.388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920867038&doi=10.4028%2fwww.scientific.net%2fAMM.668-669.388&partnerID=40&md5=5792bc4a9b1bdd33fbdf453da2cbc650","College of Automation, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China","Cheng X.M., College of Automation, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China; Cao D., College of Automation, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China; Li C.T., College of Automation, Nanjing University of Aeronautics and Astronautics, Nanjing, 210016, China","As an important part of cooperative control for multiple unmanned aerial vehicles (UAVs), cooperative path planning can get optimal flight path which can satisfy different constraints. Research on cooperative path planning for multiple UAVs is summarized in this paper. Firstly, problem description and constraints are given. Then, solution frameworks and path coordination approaches are summarized. After that, several control methods commonly used in formation of multiple UAVs are introduced respectively. Lastly, possible research directions in the future time are put forward. © (2014) Trans Tech Publications, Switzerland.","Cooperative path planning; Formation control; Path coordination; UAV","Aircraft control; Unmanned aerial vehicles (UAV); Co-operative control; Control methods; Cooperative path planning; Formation control; Multiple UAVs; Path coordination; Problem description; Motion planning","","Ge W.","Trans Tech Publications Ltd","16609336","978-303835312-6","","","English","Appl. Mech. Mater.","Conference paper","Final","","Scopus","2-s2.0-84920867038"
"Tang C.-L.; Huang C.-Q.; Du H.-W.; Huang H.-Q.; Ding D.-L.; Luo C.","Tang, Chuan-Lin (55470003000); Huang, Chang-Qiang (16022043900); Du, Hai-Wen (45460934400); Huang, Han-Qiao (57215153156); Ding, Da-Li (36100911300); Luo, Chang (57189042360)","55470003000; 16022043900; 45460934400; 57215153156; 36100911300; 57189042360","Study of trajectory planning for UCAV formation cooperative attack","2014","Binggong Xuebao/Acta Armamentarii","35","4","","523","530","7","5","10.3969/j.issn.1000-1093.2014.04.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901604538&doi=10.3969%2fj.issn.1000-1093.2014.04.014&partnerID=40&md5=a0656eac444aeaff1d5b9918b98b4f37","Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China","Tang C.-L., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China; Huang C.-Q., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China; Du H.-W., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China; Huang H.-Q., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China; Ding D.-L., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China; Luo C., Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China","The issue of formation attack trajectory planning for cooperative air-to-ground attack of unmanned combat aerial vehicles (UCAVs) is investigated. A formation trajectory planning model is built based on single UCAV three degrees of freedom equations, relative movement model and UCAV initial and terminal states constraints. The cost function is constructed, which consists of single UCAV threat and task time, number of equivalent collisions and time error of executing command. The solution framework of optimal control method is formed based on the formation model and cost function. The whole trajectory is optimized by dividing it into three segments, and every segment is resolved by hp adaptive pseudospectral method. The simulation results show that the optimized formation attack trajectory satisfies the constraints, and the formation attack trajectory planning model is provn to be effective.","Control and navigation technology of aerocraft; Cooperative attack; Pseudospectral method; Trajectory planning; Unmanned aerial vehicle; Unmanned combat aerial vehicle","Cost functions; Military vehicles; Unmanned aerial vehicles (UAV); Control and navigation technology of aero crafts; Cooperative attacks; Pseudospectral methods; Trajectory Planning; Unmanned combat aerial vehicles; Trajectories","C.-L. Tang; Aeronautics and Astronautics Engineering College, Air Force Engineering University, Xi'an 710038, Shaanxi, China; email: lanseniaoyu@163.com","","China Ordnance Society","10001093","","BIXUD","","Chinese","Binggong Xuebao","Article","Final","","Scopus","2-s2.0-84901604538"
"Qin R.; Wang T.; Jiang H.; Yan Q.; Wang W.; Snoussi H.","Qin, Ruoxi (59436562500); Wang, Tian (57208896780); Jiang, Haotian (57215357473); Yan, Qianhong (57215360018); Wang, Weikang (57001640800); Snoussi, Hichem (59454512800)","59436562500; 57208896780; 57215357473; 57215360018; 57001640800; 59454512800","Cooperative target searching and tracking via UCT with probability distribution model","2016","International Conference on Digital Signal Processing, DSP","0","","7868620","560","564","4","1","10.1109/ICDSP.2016.7868620","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85016207231&doi=10.1109%2fICDSP.2016.7868620&partnerID=40&md5=d72f77d0fc778141f98f70ee742fbc36","School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Institute Charles Delaunay-LM2S-UMR STMR 6279 CNRS, University of Technology of Troyes, France","Qin R., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Wang T., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Jiang H., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Yan Q., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Wang W., School of Automation Science and Electrical Engineering, Beihang University, Beijing, China; Snoussi H., Institute Charles Delaunay-LM2S-UMR STMR 6279 CNRS, University of Technology of Troyes, France","As Unmanned Aerial Vehicle's (UAV) battery life and stability develop, multiple UAVs are having more and more applications in the uninterrupted patrol and security. Thus UAV's searching, tracking and trajectory planning become important issues. This paper proposes an online distributed algorithm used in UAV's tracking and searching, with the consideration of UAV's practical need to recharge under limited power. We propose a Quantum Probability Model to describe the partially observable target positions, and we use Upper Confidence Tree (UCT) algorithm to find out the best searching and tracking route based on this model. We also introduce the Teammate Learning Model to handle the nonstationary problems in distributed reinforcement learning. © 2016 IEEE.","Quantum Probability Distribution; UAV Tracking; UCT Planning","Antennas; Digital signal processing; Military vehicles; Probability distributions; Reinforcement learning; Trees (mathematics); Unmanned aerial vehicles (UAV); Cooperative targets; Distributed reinforcement learning; Learning models; Non-stationary problems; Probability distribution model; Quantum probabilities; Trajectory Planning; Upper confidence trees; Aircraft detection","","","Institute of Electrical and Electronics Engineers Inc.","","978-150904165-7","","","English","Int Conf Dig Signal Process DSP","Conference paper","Final","","Scopus","2-s2.0-85016207231"
"Xiaowei F.; Xiaoguang G.","Xiaowei, Fu (24081945800); Xiaoguang, Gao (22636448800)","24081945800; 22636448800","Multi-UAVs cooperative control in communication relay","2016","ICSPCC 2016 - IEEE International Conference on Signal Processing, Communications and Computing, Conference Proceedings","","","7753600","","","","8","10.1109/ICSPCC.2016.7753600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006839776&doi=10.1109%2fICSPCC.2016.7753600&partnerID=40&md5=32d424af8416e4e2b0c20e6e7dd02890","School of Electronics and Information, Northwestern Polytechnical University, Xi'an, China","Xiaowei F., School of Electronics and Information, Northwestern Polytechnical University, Xi'an, China; Xiaoguang G., School of Electronics and Information, Northwestern Polytechnical University, Xi'an, China","A kind of Multi-UAVs cooperative control algorithm under a disaster search and rescue scenario is presented. The states of UAVs are separated as search and relay. In search state, UAVs constantly look for wireless signals from the ground rescue workers by planning path under communication constraints. In relay state, UAVs share information without delay by selecting information route and planning UAVs flight path. Simulation results show that this kind of multi-UAVs cooperative control algorithm could plan path for UAVs efficiently and optimize communication performance of relay network. © 2016 IEEE.","flight path planning; information sharing; relay state; search state; UAVs","Flight paths; Information dissemination; Motion planning; Signal processing; Unmanned aerial vehicles (UAV); Co-operative control; Communication constraints; Communication performance; Communication relays; Cooperative control algorithms; Information sharing; relay state; search state; Cooperative communication","","","Institute of Electrical and Electronics Engineers Inc.","","978-150902708-8","","","English","ICSPCC - IEEE Int. Conf. Signal Process., Commun. Comput., Conf. Proc.","Conference paper","Final","","Scopus","2-s2.0-85006839776"
"Hu X.; Liu Y.; Wang G.","Hu, Xiaoxuan (12802753200); Liu, Yanhong (57194978722); Wang, Guoqiang (56359177700)","12802753200; 57194978722; 56359177700","Optimal search for moving targets with sensing capabilities using multiple UAVs","2017","Journal of Systems Engineering and Electronics","28","3","7978025","526","535","9","34","10.21629/JSEE.2017.03.12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024500985&doi=10.21629%2fJSEE.2017.03.12&partnerID=40&md5=4235f505d912f2e950a2d0be8cf2c4a8","School of Management, Hefei University of Technology, Hefei, 230009, China; Key Laboratory of Process Optimization and Intelligent Decision-making, Ministry of Education, Hefei, 230009, China","Hu X., School of Management, Hefei University of Technology, Hefei, 230009, China, Key Laboratory of Process Optimization and Intelligent Decision-making, Ministry of Education, Hefei, 230009, China; Liu Y., School of Management, Hefei University of Technology, Hefei, 230009, China; Wang G., School of Management, Hefei University of Technology, Hefei, 230009, China","This paper studies the problem of using multiple unmanned air vehicles (UAVs) to search for moving targets with sensing capabilities. When multiple UAVs (multi-UAV) search for a number of moving targets in the mission area, the targets can intermittently obtain the position information of the UAVs from sensing devices, and take appropriate actions to increase the distance between themselves and the UAVs. Aiming at this problem, an environment model is established using the search map, and the updating method of the search map is extended by considering the sensing capabilities of the moving targets. A multi-UAV search path planning optimization model based on the model predictive control (MPC) method is constructed, and a hybrid particle swarm optimization algorithm with a crossover operator is designed to solve the model. Simulation results show that the proposed method can effectively improve the cooperative search efficiency and can find more targets per unit time compared with the coverage search method and the random search method. © 2017 Beijing Institute of Aerospace Information.","hybrid particle swarm optimization; model predictive control; moving target search; path planning; unmanned air vehicle (UAV)","Aircraft control; Motion planning; Optimization; Particle swarm optimization (PSO); Predictive control systems; Unmanned aerial vehicles (UAV); Hybrid Particle Swarm Optimization; Hybrid particle swarm optimization algorithm; Moving targets; Optimization modeling; Random search method; Search path planning; Unmanned air vehicle (UAVs); Unmanned air vehicles; Model predictive control","X. Hu; School of Management, Hefei University of Technology, Hefei, 230009, China; email: xiaoxuanhu@hfut.edu.cn","","Beijing Institute of Aerospace Information","16711793","","JSEEF","","English","J Syst Eng Electron","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85024500985"
"Ma P.-B.; Fan Z.-E.; Ji J.","Ma, Pei-Bei (24559452900); Fan, Zuo-E (36439620200); Ji, Jun (55186203300)","24559452900; 36439620200; 55186203300","Cooperative control of multi-UAV with time constraint in the threat environment","2015","2014 IEEE Chinese Guidance, Navigation and Control Conference, CGNCC 2014","","","7007549","2424","2428","4","9","10.1109/CGNCC.2014.7007549","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922552101&doi=10.1109%2fCGNCC.2014.7007549&partnerID=40&md5=8382c57d54036729c83f9bbcefadb9d7","Department of Command, Naval Aeronautic and Astronautical University, Yantai, Shandong, 264001, China; Department of Strategic Missile and Underwater Weapon, Navy Submarine Academy, Qingdao, Shandong, 266044, China","Ma P.-B., Department of Command, Naval Aeronautic and Astronautical University, Yantai, Shandong, 264001, China; Fan Z.-E., Department of Strategic Missile and Underwater Weapon, Navy Submarine Academy, Qingdao, Shandong, 266044, China; Ji J., Department of Command, Naval Aeronautic and Astronautical University, Yantai, Shandong, 264001, China","Cooperative control strategy can support coordinated attack for multi-UAV in threat environment, and achieve the greatest combat effectiveness with time constraint. It is a crucial problem with significant theoretical value and great practical value. Firstly, a cooperative path planning based expanded Voronoi diagram was proposed. The threat environments considered different types of threats and no-fly zones with different threat distances. Line-of-sight of path shortening algorithm and smoothing algorithm were proposed to realize dynamic optimization of the paths. Secondly, time error signal was obtained from real time-to-go and the estimated time-to-go by adopting a simple online time-to-go estimation method. Dynamic path planning on the basis of the estimated path was done to satisfy the impact time constraint. At last, simulation results proved validity and real-time. This method can support cooperative attack for multi-UAV. © 2014 IEEE.","","Motion planning; Unmanned aerial vehicles (UAV); Co-operative control; Combat effectiveness; Cooperative attacks; Cooperative path planning; Dynamic optimization; Dynamic path planning; Impact time constraints; Smoothing algorithms; Aircraft control","","","Institute of Electrical and Electronics Engineers Inc.","","978-147994699-0","","","English","IEEE Chin. Guid., Navig. Control Conf., CGNCC","Conference paper","Final","","Scopus","2-s2.0-84922552101"
"Qiao T.; Guo X.; Li Y.; Zhang W.; Yin Z.","Qiao, Tizhou (26423301700); Guo, Xinping (57190223882); Li, Yawei (57214962203); Zhang, Wenjun (57214848779); Yin, Zhongyi (57191283878)","26423301700; 57190223882; 57214962203; 57214848779; 57191283878","Cooperative task assignment simulation of multi-UAVs in dynamic environments","2016","Xitong Fangzhen Xuebao / Journal of System Simulation","28","9","","2126","2132","6","5","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84988569015&partnerID=40&md5=50f2c13b3678ea718574a7aa00a32757","UAV Systems Engineering Institute, China Aerospace Electronics Technology Research Institute, Beijing, 100094, China","Qiao T., UAV Systems Engineering Institute, China Aerospace Electronics Technology Research Institute, Beijing, 100094, China; Guo X., UAV Systems Engineering Institute, China Aerospace Electronics Technology Research Institute, Beijing, 100094, China; Li Y., UAV Systems Engineering Institute, China Aerospace Electronics Technology Research Institute, Beijing, 100094, China; Zhang W., UAV Systems Engineering Institute, China Aerospace Electronics Technology Research Institute, Beijing, 100094, China; Yin Z., UAV Systems Engineering Institute, China Aerospace Electronics Technology Research Institute, Beijing, 100094, China","In order to address the problem of cooperative task assignment for multiple UAVs, a parallel simulation framework was proposed for cooperative task planning based on HLA/RTI simulation through UAV aerodynamic simulations and flight control simulation, which could be more real and effective algorithm validation. The paths were optimized to account for randomization and threats in the environment by modeling the probability of UAV loss. By coupling the failure probabilities of each UAV to the missions of the other UAVs, reality of cooperation was improved significantly. In order to achieve the desired objectives, the stochastic simulation models were used to design cooperation planning to enhance the cooperation between UAVs and improve survival probabilities. © 2016, The Editorial Board of Journal of System Simulation. All right reserved.","Assignment; Cooperation; Dynamic environment; Path planning; Stochastic environment; UAV","","","","Acta Simulata Systematica Sinica","1004731X","","XFXUF","","Chinese","Xitong Fangzhen Xuebao","Article","Final","","Scopus","2-s2.0-84988569015"
"Bittar A.; Vitzilaios N.I.; Rutherford M.J.; Valavanis K.P.","Bittar, Adriano (36162999000); Vitzilaios, Nikolaos I. (25030734700); Rutherford, Matthew J. (7101874884); Valavanis, Kimon P. (7005397179)","36162999000; 25030734700; 7101874884; 7005397179","An integrated framework for cooperative ground and aerial vehicle missions utilizing Matlab and X-Plane","2015","9th Annual IEEE International Systems Conference, SysCon 2015 - Proceedings","","","7116800","495","500","5","1","10.1109/SYSCON.2015.7116800","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84941287171&doi=10.1109%2fSYSCON.2015.7116800&partnerID=40&md5=7a087ec073518ff234e90b9c80799ee3","University of Denver, Unmanned Systems Research Institute (DU2SRI), Denver, 80208, CO, United States","Bittar A., University of Denver, Unmanned Systems Research Institute (DU2SRI), Denver, 80208, CO, United States; Vitzilaios N.I., University of Denver, Unmanned Systems Research Institute (DU2SRI), Denver, 80208, CO, United States; Rutherford M.J., University of Denver, Unmanned Systems Research Institute (DU2SRI), Denver, 80208, CO, United States; Valavanis K.P., University of Denver, Unmanned Systems Research Institute (DU2SRI), Denver, 80208, CO, United States","This paper presents an integrated control framework for the simulation and visualization of cooperative missions for unmanned aerial vehicles (UAVs) and unmanned ground vehicles (UGVs). The X-Plane simulator is utilized to simulate vehicle dynamics and visualize experiments in realistic environments, whereas the control algorithms are executed and validated in Matlab/Simulink. A novel approach to integrate ground vehicles in X-Plane is presented and an overall open source framework is developed to facilitate the interaction and usability of the two software programs used. The framework facilitates research in cooperative vehicle control, path planning, formation control, and centralized control topologies through straightforward and cost effective system simulation, visualization and evaluation. © 2015 IEEE.","","Antennas; Control system synthesis; Cost effectiveness; Integrated control; Intelligent vehicle highway systems; MATLAB; Open source software; Open systems; Visualization; Centralized control; Cooperative vehicles; Cost effective systems; Integrated frameworks; Open source frameworks; Realistic environments; Simulation and visualizations; Unmanned ground vehicles; Ground vehicles","","","Institute of Electrical and Electronics Engineers Inc.","","978-147995927-3","","","English","Annu. IEEE Int. Syst. Conf., SysCon - Proc.","Conference paper","Final","","Scopus","2-s2.0-84941287171"
"Chen Y.; Zhang H.; Xu M.","Chen, Yueyue (56439000200); Zhang, Haidong (36169547900); Xu, Ming (56393478000)","56439000200; 36169547900; 56393478000","The coverage problem in UAV network: A survey","2014","5th International Conference on Computing Communication and Networking Technologies, ICCCNT 2014","","","6963085","","","","76","10.1109/ICCCNT.2014.6963085","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84915751222&doi=10.1109%2fICCCNT.2014.6963085&partnerID=40&md5=30546ac03b83d41fb93617d2ed51beb7","College of Computer, National University of Defense Technology, Changsha, 410073, China","Chen Y., College of Computer, National University of Defense Technology, Changsha, 410073, China; Zhang H., College of Computer, National University of Defense Technology, Changsha, 410073, China; Xu M., College of Computer, National University of Defense Technology, Changsha, 410073, China","UAV has been a popular piece of equipment both in military and civilian applications. Groups of UAVs can form an UAV network and accomplish complicated missions such as rescue, searching, patrolling and mapping. One of the most active areas of research in UAV networks is that of area coverage problem which is usually defined as a problem of how well the UAV networks are able to monitor the given space, and how well the UAVs inside a network are able to cooperate with each other. Area coverage problem in cooperative UAV networks is the very base of many applications. In this paper, we take a representative survey of the current work that has been done about this problem via discussion of different classifications. This study serves as an overview of area coverage problem, and give some inspiration to related researchers. © 2014 IEEE.","area coverage; connectivity; dynamic coverage; path planning strategy; UAV network","Military applications; Surveys; Area coverages; connectivity; Dynamic coverages; Planning strategies; Uav networks; Unmanned aerial vehicles (UAV)","","","Institute of Electrical and Electronics Engineers Inc.","","978-147992696-1","","","English","Int. Conf. Comput. Commun. Netw. Technol., ICCCNT","Conference paper","Final","","Scopus","2-s2.0-84915751222"
"Radmanesh M.; Kumar M.","Radmanesh, Mohammadreza (56241598800); Kumar, Manish (16413127900)","56241598800; 16413127900","Flight formation of UAVs in presence of moving obstacles using fast-dynamic mixed integer linear programming","2016","Aerospace Science and Technology","50","","","149","160","11","108","10.1016/j.ast.2015.12.021","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84954427536&doi=10.1016%2fj.ast.2015.12.021&partnerID=40&md5=a587a8d2f4ea60c2c3b4328533b607f3","Cooperative Distributed Systems Lab, Department of Mechanical and Materials Engineering, University of Cincinnati, Cincinnati, OH, United States","Radmanesh M., Cooperative Distributed Systems Lab, Department of Mechanical and Materials Engineering, University of Cincinnati, Cincinnati, OH, United States; Kumar M., Cooperative Distributed Systems Lab, Department of Mechanical and Materials Engineering, University of Cincinnati, Cincinnati, OH, United States","This paper proposes the implementation of fast-dynamic Mixed Integer Linear Programming (MILP) and Path Smoother for efficient path planning of Unmanned Aerial Vehicles (UAVs) in various flight formations. The UAVs taking part in a cooperative flight are assumed to be equipped with Automatic Dependent Surveillance Broadcast (ADS-B) which enables sharing the flight information with neighboring aircraft. The design and implementation of flights for various formations have been carried out in a generic manner such that multiple UAVs with arbitrarily geographically located base stations can take part in collision-free formation flight. The paper formulates the problem of path of planning in the framework of a novel fast-dynamic MILP and proposes a cost function that minimizes time and energy consumption. The paper presents elaborate construction of constraint equations to enforce the formation to visit pre-defined way-points and avoid the collisions with any intruder aircraft. The performance of the proposed algorithm has been verified and compared with respect to the standard MILP method via a number of simulations carried out using different scenarios featuring multiple UAVs flying in various formations. © 2015 Elsevier Masson SAS.","ADS-B; Flight formation; MILP; NAS; Trajectory planning; UAV","Aircraft accidents; Antennas; Cost functions; Energy utilization; Free flight; Sodium; Unmanned aerial vehicles (UAV); Automatic dependent surveillance - broadcasts; Constraint equation; Design and implementations; Efficient path planning; Flight formation; MILP; Mixed integer linear programming; Trajectory Planning; Integer programming","M. Radmanesh; Cooperative Distributed Systems Lab, Department of Mechanical and Materials Engineering, University of Cincinnati, Cincinnati, United States; email: radmanma@mail.uc.edu","","Elsevier Masson s.r.l.","12709638","","","","English","Aerosp Sci Technol","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84954427536"
"Bellini A.C.; Lu W.; Naldi R.; Ferrari S.","Bellini, A.C. (56006353800); Lu, W. (55443596900); Naldi, R. (15925988900); Ferrari, S. (35614402100)","56006353800; 55443596900; 15925988900; 35614402100","Information driven path planning and control for collaborative aerial robotic sensors using artificial potential functions","2014","Proceedings of the American Control Conference","","","6859095","590","597","7","9","10.1109/ACC.2014.6859095","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905676905&doi=10.1109%2fACC.2014.6859095&partnerID=40&md5=ee2b1710c5b6e6e5dd91122906dfc530","DISI, University of Bologna, Italy; LISC, Duke University, Durham, United States","Bellini A.C., DISI, University of Bologna, Italy; Lu W., LISC, Duke University, Durham, United States; Naldi R., DISI, University of Bologna, Italy; Ferrari S., LISC, Duke University, Durham, United States","A path planning and control method based on adaptive potential functions is presented for a group of unmanned aerial vehicles (UAVs) equipped with onboard sensors, and deployed to search and classify multiple targets. The proposed method plans the motion of the UAVs to support a primary sensing objective that, in this case, is to maximize the classification performance of the sensor measurements gathered by the UAVs over time. An adaptive potential function approach originally developed for ground robots is modified and employed as a guidance law for a class of rotary-wing UAVs that must also avoid obstacles located in a three-dimensional workspace. The simulation results show that, by this approach, a single UAV is capable of visiting targets that offer the best tradeoff between distance and measurement information value. Furthermore, simulations involving multiple UAVs deployed to classify the same set of targets show that, by this approach, there emerge a cooperative behavior by which the UAVs can react, as a group, to the targets' classification uncertainties. © 2014 American Automatic Control Council.","Aerospace; Autonomous systems; Sensor fusion","Behavioral research; Motion planning; Robotics; Aerospace; Artificial potential functions; Autonomous systems; Classification performance; Co-operative behaviors; Measurement information; Path planning and control; Sensor fusion; Unmanned aerial vehicles (UAV)","","","Institute of Electrical and Electronics Engineers Inc.","07431619","978-147993272-6","PRACE","","English","Proc Am Control Conf","Conference paper","Final","","Scopus","2-s2.0-84905676905"
